data,estudio,email,thread_id,message_id_followup,status
2026-09-02,Untold Studios,hello@untoldstudios.tv,1a03e8ba0f73e73c,1a0629b30bace118,enviado na thread
2026-09-02,Juice,info@juice.pl,1a03e8c877043bf8,1a0629b404e260bf,enviado na thread
2026-09-02,Platige Image,info@platige.com,1a03e8b79a19286f,1a0629b51f9cd09a,enviado na thread
2026-09-02,3Doubles Producciones,info@3doubles.com,1a03dd6229a5bced,1a0629b61f6dee2c,enviado na thread
2026-09-02,Karrot Animation,hello@karrotanimation.com,1a03dd5fc6af7e92,1a0629b72471a5b8,enviado na thread
2026-09-02,TeamTO,info@teamto.com,1a03dd5d8feed403,1a0629b853496070,enviado na thread
2026-09-02,Flying Bark Productions,enquiries@flyingbark.com.au,1a03dd5b3b71ca2d,1a0629b928d2b5e6,enviado na thread
2026-09-02,Giant Animation,hello@giant.ie,1a03dd56a178b6da,1a0629ba20d72ed2,enviado na thread
2026-09-02,Jam Filled Entertainment,contact@jamfilled.com,1a03efd6188e8de6,1a0629bb355460ca,enviado na thread
2026-09-02,House of Cool,info@houseofcool.com,1a03efd867034546,1a0629bc248a50b4,enviado na thread
2026-09-02,Atomic Cartoons,hr@atomiccartoons.com,1a03efdae7130619,1a0629bdf9d465e0,enviado na thread
2026-09-02,Omens Studios,careers@omens-studios.com,1a03efdd981d3f97,1a0629befb588d2b,enviado na thread
2026-09-02,One Animation,info@oneanimation.com,1a03efdfefab02eb,1a0629bfea0bba6c,enviado na thread
2026-09-02,Anima Vitae,info@anima.fi,1a03efe246ce1df7,1a0629c12a9450bc,enviado na thread
2026-09-02,Qvisten Animation,hedda.toftner@qvisten.no,1a03efe4e8fc23ee,1a0629c2150550f9,enviado na thread
2026-09-02,Golden Wolf,hello@goldenwolf.tv,1a03fda25dfcf4e7,1a0629c31cc6dd5a,enviado na thread
2026-09-02,Pipeline Studios,info@pipelinestudios.com,1a03fdb07451432c,1a0629c400f261d2,enviado na thread
2026-09-02,Creative Conspiracy,info@cc.be,1a03fda99351c20a,1a0629c532cc1f5b,enviado na thread
2026-09-02,Circus,contact@circus.fr,1a03fda7a1636b80,1a0629c6087451e9,enviado na thread
2026-09-02,Tiny Island Productions,contact@tinyisland.net,1a03fda425e535d6,1a0629c729b3a649,enviado na thread
2026-09-02,Brown Bag Films,info@brownbagfilms.com,1a040b64ad391de3,1a0629c80ffafe4b,enviado na thread
2026-09-02,Studio Isar Animation,info@isaranimation.com,1a040b664ffe8a9a,1a0629c916f28f70,enviado na thread
2026-09-02,Tonko House,info@tonkohouse.com,1a040b68134da96b,1a0629cb17a29010,enviado na thread
2026-09-02,Chromosphere,info@chromosphere-la.com,1a040b69c0b69a55,1a0629cbf64c5f6b,enviado na thread
2026-09-02,HouseSpecial,hello@housespecial.com,1a040b6b65b9aa05,1a0629cd128a03e8,enviado na thread
2026-09-02,Passion Pictures,reception@passion-pictures.com,1a0434b22411461c,1a0629ce52c39b3f,enviado na thread
2026-09-02,Lightbox Animation Studios,lightbox@lbox.es,1a0434b044a2b3fd,1a0629cf00ec18b3,enviado na thread
2026-09-02,Virtuos,info@virtuosgames.com,1a04330cad87ce7b,1a0629d029ba6576,enviado na thread
2026-09-02,Starloop Studios,hello@starloopstudios.com,1a04330a9f3d5f5c,1a0629d10dcc65ec,enviado na thread
2026-09-02,House of Secrets,info@houseofsecrets.nl,1a0433088a843a68,1a0629d233e5a01c,enviado na thread
2026-09-02,Reel FX,info@reelfx.com,1a0433067c7362ed,1a0629d35bb9ec71,enviado na thread
2026-09-02,Cube Creative,production@cube-creative.com,1a044239c93f0e40,1a0629d423336070,enviado na thread
2026-09-02,Red Knuckles,eps@redknuckles.co.uk,1a0442cd19bf9c82,1a0629d526a499a9,enviado na thread
